normal_data,skewed_data,uniform_data,bimodal_data,categorical,binary,age,income
107.45071229516849,0.3666022702701539,21.906880910185777,73.93299705234703,C,0,63.0,40511.03371422799
97.92603548243223,0.22089763457015135,3.672136250082114,82.11283692279473,C,1,50.0,29051.916785219633
109.71532807151038,2.023568229408261,10.802575413069137,92.00078956426862,B,0,,32849.123792943945
122.84544784612038,2.451589879023199,33.88606493387516,75.08097552493795,A,1,57.0,43641.12441319395
96.48769937914996,0.06419149347206422,80.25856795798128,61.23447293958126,C,0,35.0,61096.84128269467
96.4879456457623,5.5043881088978175,57.204864336930086,86.19711445966136,A,0,26.0,13663.394681982363
123.68819223261087,0.10674097135801607,51.26677259564164,73.6463761117437,A,1,50.0,30197.978996689948
111.51152093729362,1.558701776191244,29.348882320812166,68.1033334090964,C,1,49.0,40412.90311414567
92.95788421097572,2.469280008122478,93.17537194328163,73.75654610286776,A,0,78.0,22948.593947199643
108.13840065378947,4.095407104909522,39.70150412371917,78.15474642344151,A,1,71.0,86299.99471948709
93.04873460781306,2.5041349457440525,8.70927667957715,73.95255335461788,A,1,34.0,26431.05860315287
93.01405369644614,3.236231745193452,61.70665161178013,57.944339429009304,C,0,36.0,35573.4074687715
103.62943407349051,0.8293654982928672,11.38383934766014,88.97066196887133,B,1,44.0,47954.64984629322
71.30079633013304,3.3729091386958467,34.52231428016921,92.74875041278722,B,0,23.0,27020.67534861284
74.12623251230451,0.1670128995163253,50.74119387178089,86.51521991339506,A,0,52.0,14424.933424761151
91.5656870613854,4.504100637570432,87.42225246851758,68.62314329575183,B,1,73.0,29309.668882016842
84.80753319498365,1.586343365757859,49.35465803401187,77.98508466052482,B,1,54.0,60762.02463311298
104.71370998892911,3.3997952193310375,70.22587660316643,79.93478684770542,A,0,51.0,30685.712568722745
86.37963886718184,1.2041219438700927,99.28168389990704,85.9879438956191,A,0,37.0,23784.344504044864
78.81544447997062,2.0632780034401774,13.148911989798162,86.68340488718081,A,0,42.0,57689.82563226307
121.98473153382331,1.4947956279175392,27.47315255195195,72.65826201221505,C,0,21.0,30779.75821160237
96.61335549270197,2.6304756699738414,39.45760755976464,80.8199555641356,B,0,27.0,28139.219477758154
101.01292307031886,0.17030979977791233,42.18281785388314,84.57280404615241,C,0,27.0,39133.260824171964
78.62877720679815,0.12450006263803015,41.102107526554576,94.55822322146767,A,1,41.0,53389.8058377495
91.83425913212226,0.5676543150798328,90.76110025565549,87.04506539824723,B,1,38.0,119474.32406253139
101.66383884564799,0.3476229730303001,71.40326444668564,87.89056687375519,B,1,28.0,54919.18685757823
82.73509633866546,4.1080711140047965,60.79052140907037,80.8382662792936,B,0,44.0,64855.693655134535
105.63547027518509,0.4949083163611079,30.93727178627821,94.10459145203504,C,1,33.0,28198.298000316066
90.99041965121792,7.448205618868187,82.37903842212947,84.09762795959497,A,0,43.0,21743.408802252772
95.62459375310085,0.8216462486628586,95.5060511484989,71.3891208982643,A,0,78.0,37465.121087493404
90.97440081655904,0.40207420795770576,82.11982825502265,94.0336997012519,B,1,78.0,38314.54843070318
127.78417276763406,3.118426195188695,0.15651051914729042,86.97903272539028,B,0,47.0,21178.53884564057
99.79754162893099,2.1500324106830373,63.6401370183407,75.56955978871518,B,0,66.0,33268.0493051892
84.1343360656615,1.3790902174468676,5.1135381442100725,75.20507032600757,A,0,33.0,44340.723532245065
112.33817368154783,1.6209965982312413,25.760722033372186,82.96575545140762,B,0,24.0,43486.10311908441
81.68734525043467,2.5402378794579326,5.952470034777169,84.63184795267584,A,0,33.0,46730.10705844351
103.13295392507133,0.5187198913734135,60.37954529493877,81.97292265631206,A,0,52.0,42002.41371708992
70.60494814180336,11.217262464095409,68.65899134926067,83.11308673442885,B,1,75.0,28183.604027274076
80.07720926652354,7.36127995578019,11.448763806590511,96.9995737457638,B,0,33.0,28086.650932820372
102.95291853803685,2.1015061802651136,38.38388830449795,90.71543152234887,A,0,57.0,19940.822691266378
111.07699869993115,0.4451435569377867,45.6236508955542,81.90635591265024,A,0,,88644.34502756836
102.57052421784955,2.2802955905507374,36.90530217609166,89.41310580767484,A,0,29.0,36560.55413467085
98.2652757641764,0.14987474366858658,12.102500048519305,69.67476096472461,A,1,52.0,32453.82121150681
95.48344456616067,0.06226423304723896,41.89477901874754,83.97927049946809,B,1,66.0,22824.823193911747
77.82217014448858,0.5959575062777931,75.11780478084181,98.0930634973311,C,0,38.0,157602.12678820692
89.20233687407936,1.2421106037468779,7.100766453325546,77.81954104607627,A,0,67.0,21233.512352245023
93.09041843560318,4.054039850381681,8.018001408190345,71.52366071380915,B,0,60.0,29306.834793269954
115.85683339328374,2.597805957635778,35.47712918359842,73.4791111140694,C,1,53.0,44708.477601909646
105.15427434352692,2.715075809498644,94.1725711618925,69.10366962657612,C,1,65.0,49026.021290004785
73.554397669559,1.1084871588148277,66.85726467229141,72.15238091872297,A,1,34.0,58627.90329088685
104.86125954092192,0.8490970653789652,67.86699566725648,76.2949190140997,C,1,49.0,89662.17304180154
94.22376579375525,0.9273713010945941,36.1919990837865,65.94432980821358,A,0,58.0,46773.81551240446
89.84616999541062,8.788127783033008,59.36607912085384,80.15618333949602,A,1,23.0,21417.949262014212
109.17514433261302,0.08187148408785734,1.0131184027743378,89.02277173786648,A,1,41.0,31937.22184133307
115.46499283743927,4.035285983511478,63.60960464095422,70.9224381985308,A,0,44.0,42358.15257418879
113.96920178674299,1.728703482705325,91.32869475762368,95.19283923641768,A,0,37.0,102141.36057016918
87.41173715166042,1.154698162069319,61.25734683448192,85.10792088527595,A,1,42.0,18053.54350911297
95.36181436223178,2.583843134977741,87.3698593466345,90.30580585624057,A,1,19.0,66256.460270586
104.96895147105346,1.333668607198428,72.39730554660937,73.42165446147862,C,1,26.0,39733.78787842977
114.63317690683539,4.133812682535534,12.055841640369025,88.54525227066615,C,1,45.0,
92.81238643232065,4.619256959240749,90.24533072858418,69.08066099604687,A,0,70.0,34509.938765164705
97.21511535004274,1.0953974027080495,6.644384435577488,88.90247500836509,C,0,78.0,23831.980709045725
83.40497538990958,0.6482158141702838,53.39674725477638,81.71839339793532,C,1,55.0,52861.807924447196
82.05690063878994,1.7946942438818185,14.213712379345766,85.53251219984784,B,1,,50373.247701032866
112.18788733591298,4.869111879047198,1.1706610730904066,68.24405394375148,A,1,37.0,59043.425812466725
120.34360042856234,0.4731217979000491,42.2034260127639,71.04930157723395,B,1,23.0,36074.72217553995
98.91984817629499,1.9508429153991511,29.504070765415623,85.97228218253385,C,1,56.0,26905.58025069437
115.05299346838036,1.996956000451087,48.6000493797603,70.51651995775799,B,0,50.0,16657.34438721785
105.42454037571451,2.641860030253711,57.71998867345508,84.63206292099123,A,0,72.0,54703.7003427365
90.32320368092314,0.28213125940532086,4.373907230894735,66.32862193539754,B,0,18.0,44888.8512547302
105.4209340826262,2.5163298182542198,12.300329512374564,88.48174212666669,B,1,54.0,22406.55174220532
123.07054849698955,4.79450641257849,55.86423964504254,67.67476685231492,B,1,23.0,27742.287797790126
99.46260941335073,0.3961291215602891,34.316735317265824,85.52299937679523,A,0,62.0,28756.542743580245
123.4696548372101,0.5424191833743239,72.9173487549448,86.25630933646,A,0,51.0,17300.795879252997
60.703823438653835,7.108354077723023,65.22916485919397,73.03228181570425,C,1,64.0,24128.73666055331
112.32853756562835,0.3992861095103158,84.56043629899068,85.82026567084726,C,0,32.0,20600.792431715578
101.30570602357257,3.853579535513316,69.24928266692253,82.60442263333556,A,1,62.0,29547.679565715465
95.51488974301199,1.3556418851070982,42.99310773901481,74.61158143807262,C,1,43.0,25100.705965382942
101.37641164803253,0.5679939399887409,67.29666223944324,69.91445315923792,A,0,74.0,16098.760164105908
70.18646628098661,4.092012003489698,27.538117425541852,60.373743083274206,B,0,31.0,99837.0978612599
96.70492168243732,1.1786746511199115,30.63134987782127,83.49650047299694,B,0,75.0,67932.53542107207
105.35668857267619,1.4464597382022362,78.89851599207933,64.35197228637945,C,1,71.0,24599.71875766867
122.16841067112274,0.8901799183556157,44.64195164015822,80.95344199441308,C,1,24.0,41614.78111177679
92.22594672589528,1.797642685370157,79.83803405183525,77.36551783917751,A,0,63.0,44744.89079072939
87.87259595660218,0.35711459523526273,82.24223736682784,86.79142775438196,C,1,75.0,65876.88678867018
92.47364434623195,0.9921418127269471,85.75623376612837,76.97954500510136,A,1,48.0,24117.608278780062
113.73103176553111,6.974316083642288,91.66352358412072,76.70552213652908,B,1,41.0,62696.02904446245
104.93126664489526,0.5971717608480124,43.098522051329624,87.31870704288295,B,0,76.0,27613.14890601798
92.05359694349441,2.1385147690342055,31.886681832113883,83.35058029084118,B,1,48.0,18621.438396271165
107.69901149670034,0.7866484087778541,58.21987465941139,83.16155957182778,A,0,46.0,52159.84785246014
101.4561632402206,2.96978338141433,37.117242343762754,84.69267589808527,C,0,59.0,69243.12991060862
114.52967485799334,0.2805335592202735,60.1074166800233,64.64427876792894,A,1,49.0,132449.20425141638
89.46920359183972,7.0012209088488,70.55858626438246,87.56788679986983,A,0,34.0,19933.10841054232
95.08506780103347,1.2095018443294756,68.84050184921368,86.12468794013603,B,1,31.0,51506.32231630403
94.11837770301764,0.5385070869954405,37.45528870201213,69.83316871423503,A,0,57.0,29587.2669780815
78.04727577801822,0.15267544511187414,16.68602016987528,77.55919526325799,C,0,53.0,53727.451729229186
104.44180415596864,0.37207588020918786,43.05293384622075,79.6069271237237,A,1,75.0,17409.21990361902
103.91582908269834,1.466996690859163,14.259414408190874,78.65503215598267,A,0,65.0,19314.571927370926
100.07670184963692,0.8219701596103333,89.00970351838083,83.33859966568535,C,0,41.0,24638.427297948332
96.4811929993728,3.530819768244315,34.58774607378574,94.31366781831184,B,0,62.0,37777.99324689134
78.76943886924379,1.1273543813711848,15.445974722332378,90.81766727672829,A,1,71.0,26356.214398949134
93.69032015851961,0.571938473951702,2.5447759905750877,66.87780806568594,B,1,44.0,50489.828137570716
94.85928225209845,1.9201978331469356,64.58223862864843,86.22069990306049,B,0,42.0,60684.725679447816
87.96584096167572,2.4536452139186897,63.69023174547432,93.28933319535409,B,0,76.0,49010.44759660623
97.58071432500986,0.36554389537169363,34.060416658129164,83.86808520689203,A,0,49.0,81584.43864045123
106.06076285221808,0.3669305402615214,7.171188884765101,90.90980425185967,C,1,69.0,44708.24943656056
128.29278851815795,0.07472145601896547,40.9628894895232,100.12270445700764,C,1,35.0,19762.700853477818
102.61866719247759,2.666660241579668,31.12174950633936,90.23709546106981,B,0,63.0,71803.48250887217
103.86325586084146,2.180125050294198,67.71206397350093,82.49308595641729,A,1,35.0,26833.91582312409
98.8833112635075,1.2873083392705855,60.57792494526903,90.45088474084753,C,1,,57251.50732224822
71.21843177051437,3.7179849813523003,36.459372819754,81.44887833096891,B,1,43.0,79767.15508338633
99.60229186826174,3.2763966423387028,21.78925542549901,80.23903043284956,B,1,26.0,45631.064626197964
100.90345314911539,1.7606620272718432,98.80359661555919,76.48585764286267,A,0,77.0,17187.206766714306
136.9486316872793,4.054021253058005,45.40016211961149,95.63413358832108,C,1,52.0,22945.88546271137
97.11458552828316,0.4609437007411471,68.82742357802371,71.81571334057999,B,1,25.0,70359.43955606005
104.52321013500419,0.23738604278056916,14.055296757836079,95.32367724678116,A,0,37.0,33370.870482258375
99.47932345442135,0.6287356114562158,48.55896996593978,84.99864123740372,A,0,71.0,37789.50764211751
82.46982943570703,0.11756221345992542,2.7536719869465487,66.00693825198059,C,1,59.0,53072.39522308148
117.14234221772531,1.5150280856678877,50.545511791044994,83.67649292991422,A,1,39.0,51439.4893128333
111.27899549030161,5.516762410803933,96.40174071177023,58.99973492348376,C,0,36.0,41747.71115714063
111.8654792056457,0.08027683281876447,38.420671298580025,86.25508016831036,B,0,47.0,32717.514149017417
86.35918817807891,0.2604677599662335,3.8996012574911587,88.8523148298899,B,0,70.0,31059.679475845165
121.04191466404149,1.2036864966038618,3.095579091934353,74.07644044347947,A,1,45.0,55767.66012181294
78.97223405811579,5.432417307751989,38.798675994686946,81.23547695955583,A,1,52.0,47895.879921463966
108.80285640700406,0.760051222113574,16.002493646319405,99.54157433750287,C,0,60.0,31931.55547534052
132.85683438714966,1.4154450075426903,2.335209632818591,74.94253295738064,A,1,28.0,62383.50375435889
85.14195512303968,0.08492346600210339,75.62136139501769,69.410924129434,B,0,48.0,34046.51450910256
91.50553405595842,0.32114330267283786,45.85230088818907,94.81663402462598,A,1,66.0,23722.254923759992
101.49477047631461,8.629502169066757,28.924477197265453,99.62587190530795,A,0,65.0,24847.55535299065
92.44786518825701,6.711608615639818,90.00831830164807,80.03695671847848,A,0,56.0,22261.846699764144
76.74004853400801,0.009904445947655232,11.613896020052561,90.11463035408356,B,1,53.0,31691.22132486218
101.0284446220904,6.065281597357631,95.59188289553192,93.41475915530881,C,1,47.0,67296.40785979292
84.06544429410843,2.038419227137002,31.396671737735282,72.57515767461616,A,1,40.0,24281.072333157877
107.10388645952773,4.048669133953021,88.84036723086813,75.14694164632132,A,1,36.0,39904.24070282271
86.20863648649295,1.212984538184019,60.294287647946156,92.30874513154735,A,1,,26151.329962496948
123.24901607526309,1.4496721373955421,82.67073597414874,96.85014278708509,B,1,32.0,31883.549922780945
88.25120061495645,1.34217099901772,98.40131632104642,85.62880860174354,A,0,48.0,17068.32002287093
95.16907725691486,2.1984104741311667,28.840543781874572,71.20185646497946,C,1,60.0,32523.913099045436
