feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target,target_name
1.1063356934809976,2.3338322929931663,-2.6093356892437605,-0.9166852892585657,0.0901878997342993,-0.147329772126358,0.12281878680327396,0.4027255372779602,-1.1279744781395307,-0.2578982590261083,1,Class_B
0.10626613916957081,-0.7952582065338798,1.1015190726684088,-1.646475543019703,-0.6071612270869466,1.7861600886743998,2.17215106833443,2.1631567275737855,-1.7086222423332151,2.101211964871543,0,Class_A
-0.9397499346317001,-1.1303226265479227,2.4569978993175114,-4.002813155898133,1.1630140640602853,-1.7721053412393513,2.0063971111354055,1.3189649099285439,-2.0579148441986868,4.035963570088005,0,Class_A
-0.2770749761862646,0.5725547488401308,-1.0619908347490208,0.9604417813200721,0.3949438612503944,2.432573343076003,1.1498126969651745,0.45319565143751495,-2.4626238397214486,-0.9522620894522564,0,Class_A
-0.07367330994664939,3.027140695391435,-1.4172909955502966,-1.5466522706483006,-0.0006746224425099312,-0.514109523263111,-2.709254519084931,-0.3711309612844615,1.5354376478826066,0.18450918112033687,1,Class_B
0.005230019343576024,0.2894853957739405,3.271215675951289,-1.8560934008312655,0.0893635589827233,1.51210670679718,0.017071016564155772,1.0052617999582232,-0.9132985321465446,1.1971580882819652,0,Class_A
0.046946501049352746,0.30625080975410346,-0.9957562978523913,-1.0084976255459464,1.0747442132859368,0.39959341729512143,3.2299613691506885,1.3451874862533872,-4.033360391038784,1.2303205535194386,0,Class_A
0.3707757516194529,-0.6465821806855777,0.830511769407941,-3.461807104663416,0.38530048052175436,-0.20196883209598204,3.649515446543573,2.7061611984462806,-3.0696654503485084,4.203447448901122,0,Class_A
0.09773538609371424,-1.4717704974564718,1.7437056886545144,-2.764209845494265,2.1069613742490443,0.4575647946018997,2.367420013481736,0.9941248350964749,-3.9189149958492093,3.3482882906364413,0,Class_A
-0.2207980831332786,-1.1721171850578274,0.487670070611547,-1.1916773701992742,-0.8390170575162963,0.5153374817556244,1.6138180405431042,1.554140068357691,-0.41087713912524104,1.7904138264505498,0,Class_A
-0.03843425973880079,2.6436699329197753,-1.0595192706253205,-0.8016692410214907,-1.662634098592591,-1.4800668327719486,-1.6384038849131877,0.2702879650581542,2.5678279645792195,-0.8135513413353948,1,Class_B
0.005001751435203875,-1.2494519153165635,3.5843539380506275,-3.055818343894819,-1.6496003263079881,0.8052767644772321,0.42824685247947536,2.1401998698057154,1.0210934340344935,2.8448953891993582,0,Class_A
-0.3767346194159196,2.6334279735532498,0.02502591761963635,-1.8635098105830825,-0.48073988419900526,-0.8817893889261608,-2.913999406548819,-0.03116252143669669,2.775828413644386,1.0252370051561257,1,Class_B
0.2573091041367319,-1.9533032964289516,1.8288296649327758,-1.172351832769223,-0.0748291537742396,-0.23128443270152155,-0.7911674287375687,-0.23056835770440823,1.0395807639384953,1.2407652767252337,0,Class_A
-0.11939708603801137,-0.07464161668946878,-0.2980974111973712,-2.289877662551347,-2.1340967963749966,-2.620810253231487,-3.124656817530472,-0.15127975558782408,5.267181723713931,1.375064714194445,1,Class_B
-0.9245915339447592,1.4074966811818752,-2.8647688204972175,-0.8805133345872285,0.5439050556316818,-2.487160502416664,0.11469567643267431,-0.5541748229999562,-0.6877875260894114,-0.4274732924116649,1,Class_B
0.3408156249727202,0.48239413594237335,0.443174806632483,-2.8321525118194177,-1.0016015639505842,-1.7754632735926512,-2.0894520708719995,0.37179515598430457,3.168425580396762,2.3150513694131525,1,Class_B
0.8414979062189417,2.986336785256654,-1.3964043574046177,-1.770908458793627,-0.9757435110502136,-0.46010304207194463,-1.323960607334524,0.5026460297476323,0.7385396297227844,-0.4804994304679904,1,Class_B
-0.6808226773719577,-1.3369826153570383,-1.7649350551677423,0.03874760816430456,-2.853323597638462,-0.15713634278863764,1.0475493647834462,1.7051697287503211,2.5079380459916876,1.055446583966202,0,Class_A
-0.22445596031698767,-2.578382792528953,2.890049019473766,-2.259111548164314,1.1669193643064393,1.3315795867019231,0.6836117441397429,0.4501205405291513,-1.9266683517676966,2.5562467179943598,0,Class_A
0.6438703103709117,-3.382324024789004,1.964720464473579,-2.4083582920044417,1.023397203346365,-0.4741177166866608,0.9248981517340845,0.2858319941098226,-0.9336152888724776,3.3482865477781667,0,Class_A
0.3348861391212628,-0.029986333587255998,-0.5550412410450738,0.49679192952491924,0.7137974821648694,1.578317790797163,1.0324396230496964,0.3531991015371311,-1.8685859152520643,0.20963246985416228,0,Class_A
-2.0771591197359816,-0.8237991679928613,2.3872900375923685,-3.2424796305609083,-0.17245349870505677,-2.3877271130217315,-0.8212811932059314,0.3557141135709636,1.750973408238889,2.8629503186333913,0,Class_A
0.026736097019388894,-0.6673560112988157,-2.8244942466883685,0.051399183879513144,-1.205372963961347,-1.4202812442965211,0.6474441664949018,0.43397877377679805,1.3296749051413916,0.5169893608497691,1,Class_B
0.6396375741153386,0.9812440139912939,-0.4654798842647412,-0.3797988057371623,-2.3138144745975753,-0.27127814865728583,-1.528543133601226,0.969816454401435,3.983767409477765,0.9003707128651169,1,Class_B
0.9756526387881056,-0.1397894708933325,-4.599509705908197,-0.3106910019016874,-0.2107715013945839,-0.9102107604774622,2.793661986279558,0.7229714345757768,-2.661780253847793,-0.37722221966661973,1,Class_B
-0.2805424858697825,0.5703112980657972,4.725668070033567,-3.1766942863104917,-0.04315749864949603,3.0557936060898303,1.3885310262391997,2.517462137653284,-2.6557144639853583,2.3245115385035726,0,Class_A
-0.1330135634973786,1.9787413330720849,-2.426057050952182,0.28506581534787045,-0.9942084703715979,-0.8264082374799671,-0.39099233642489073,0.2586531897611101,1.1423426457237704,-0.7904796712463074,1,Class_B
0.3655233693761782,-1.9920919155077663,2.0102974631017085,-1.5841503552190082,-0.09246470200378165,0.900787346272313,0.5770730326194308,0.8031507616484118,-0.4165324225500586,1.960476446229448,0,Class_A
-0.19985917996544783,1.7021188934306932,-1.8989717932488095,-0.6511994738650828,-1.5407438720333706,-0.1343794594807428,-1.5283695335026628,0.46274012721146274,2.2973940046466104,-0.02653285433804231,1,Class_B
-0.3657638133162323,1.34406762209277,-4.63364069956268,-0.04852020642974286,-0.9059059233766976,0.47308943981235174,2.3463062322639967,1.1629662480487064,-2.6393050618554175,-1.4223385768767822,1,Class_B
-2.0460323355173995,2.0496499654680083,-3.5861126795159937,-1.4672550825346113,0.8097952989091772,-2.653309041909167,0.43685785955081524,-0.6680798206267659,-2.115712109092291,-1.277446600953282,1,Class_B
0.9920777886626394,0.8785045756550713,-1.5525803744470772,-2.5057956735437843,-1.4288091372947858,-2.0257237206710754,-0.8727086548680194,0.37123040477113756,1.3994360290673127,0.19838770140799855,1,Class_B
-0.1732072238210627,0.20498767220050496,-2.6967139206348025,0.2171566798618294,-4.230953108290725,1.0451022839570272,0.16298566256888924,2.0464752251474767,3.1325792955032754,-0.6543173219501892,1,Class_B
-0.041671455072371855,-2.730564812511054,3.209674463999506,-0.5258602128146056,1.1351958646232863,-0.080621358922488,-2.3302553244672035,-2.215398962285425,0.4037025179100396,-0.8440232872736468,0,Class_A
